Autore;Titolo;;Data
BARTHÉS Amandine-BUTZBACH Michèle-GRÉCO Julie-LANZA Giacinta-MARTÍN NOLLA Carmen-PASTOR Dolorès-danièle-SARACÍBAR ZALDÍVAR Immaculada;Bienvenue à bord!;;337
BARTHÉS Amandine-BUTZBACH Michèle-GRÉCO Julie-LANZA Giacinta-MARTÍN NOLLA Carmen-PASTOR Dolorès-danièle-SARACÍBAR ZALDÍVAR Immaculada;Bienvenue à bord!;;338
BETTINI Alessandro;Le onde e la luce;;339
LETIZIA Antonino;Elementi di biologia;;340
FRUGONI Chiara-MAGNETTO Anna-SOFRI Francesca-SOFRI Gianni;Argonauti;;341
FRUGONI Chiara-MAGNETTO Anna-SOFRI Francesca-SOFRI Gianni;Argonauti;;342
AMBROSE Gavin-HARRIS Paul;Il manuale del graphic design;;343
CIBELLI Olga-D'AVINO Daniela;On My Way;;344
RUSSO Roberto Carlo;Il senso dell'azione in psicoterapia infantile;;345
MUSSO Alberto;Brevetti per invenzioni industriali e modelli di utilità;;346
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica blu 2.0;;347
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica blu 2.0;;348
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica blu 2.0;;349
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica blu 2.0;;350
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica blu 2.0;;351
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica blu 2.0;;352
BAROZZI Graziella-BERGAMINI Massimo;Matematica multimediale.azzurro;;353
BAROZZI Graziella-BERGAMINI Massimo;Matematica multimediale.azzurro;;354
BAROZZI Graziella-BERGAMINI Massimo;Matematica multimediale.azzurro;;355
BAROZZI Graziella-BERGAMINI Massimo;Matematica multimediale.azzurro;;356
AMBROSINI Stefano-TRON Alberto;Piani di ristrutturazione dei debiti e ruolo dell'attestatore;;357
CADOPPI Alberto;Art. 228-231;;358
IADELUCA Antonio-SPONTON Anna;La simulazione nell'infermieristica;;359
BAGNI Giuseppe-PANERO Cristina-PINZANI Daniela;Sperimentare la chimica;;360
FAUCI Anthony S.-HAUSER Stephen L.-JAMESON J. Larry-KASPER Dennis L.-LONGO Dan L.-LOSCALZO Joseph;Harrison Manuale di Medicina Interna;;361
CAVALLINI Cesare;Lezioni di diritto processuale civile;;362
CHO WONJUNG Julia-DE BENEDITTIS Andrea;Coreano compatto;;363
OLLARI Paolo;Corso di sistemi e reti;;364
OLLARI Paolo;Corso di sistemi e reti;;365
DARDANO Maurizio-TRIFONE Pietro;La lingua italiana;;366
DE MARCO Giuseppe;Analisi zero;;367
DI PRISCO Marco-TONIOLO Giandomenico;Cemento armato vol. 2;;368
DI PRISCO Marco-TONIOLO Giandomenico;Cemento armato vol. 2;;369
ARCIELLO Adele-MAIORANO Antonio;Testi, frasi, parole;;370
ARCIELLO Adele-MAIORANO Antonio;Testi, frasi, parole;;371
ARCIELLO Adele-MAIORANO Antonio;Testi, frasi, parole;;372
LANOTTE Nunzio-RUFFO Giuseppe;Fisica: lezioni e problemi;;373
LANOTTE Nunzio-RUFFO Giuseppe;Fisica: lezioni e problemi;;374
LANOTTE Nunzio-RUFFO Giuseppe;Fisica: lezioni e problemi;;375
LANOTTE Nunzio-RUFFO Giuseppe;Fisica: lezioni e problemi;;376
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica.verde;;377
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica.verde;;378
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica.verde;;379
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Matematica.verde;;380
SILVESTRONI Paolo;Chimica generale;;381
MICHELIN Rino-MOZZON Mirto-MUNARI Andrea-SGARBOSSA Paolo;Chimica - Test ed esercizi;;382
GENTILI Andrea-NASTASI Mauro-RIGON Luisa Anna-SILVESTRI Claudia-TANGANELLI Pola;Il paziente critico;;383
GUADAGNINI Walter;Fotografia;;384
ALIGHIERI Dante-BRUSCAGLI Riccardo-GIUDIZI Gloria;Commedia;;385
FERREIRA Anabela;Portoghese compatto;;386
PATTI Salvatore;Art. 2697-2739;;387
LETI Elena-VEGGETTI Paolo-ZAVANELLA Vera;Progettazione, costruzioni e impianti;;388
LETI Elena-VEGGETTI Paolo-ZAVANELLA Vera;Progettazione, costruzioni e impianti;;389
LETI Elena-VEGGETTI Paolo-ZAVANELLA Vera;Progettazione, costruzioni e impianti;;390
LETI Elena-VEGGETTI Paolo-ZAVANELLA Vera;Progettazione, costruzioni e impianti;;391
ADAMS Ansel;Ansel Adams;;392
GIARDINA Andrea-QUADRI Rolando;Art. 16-21;;393
IANNUCCI Alessandro-LONGO Fatima;Unitutor Ingegneria;;394
HELLER H. Craig-HILLIS David M.-PRICE Mary V.-SADAVA David;Elementi di biologia e genetica;;395
FOCARDI Sergio-MASSA Ignazio Giacomo-UGUZZONI Arnaldo-VILLA Mauro;Fisica Generale - Elettromagnetismo;;396
MARTINEZ ARIAS Alfonso-TICKLE Cheryll-WOLPERT Lewis;Biologia dello sviluppo;;397
DI STEFANO Marcella-PEDERZOLI Simona;Una introduzione allo studio del pianeta;;398
CELOTTO Alfonso;Costituzione annotata della Repubblica italiana;;399
PEÑÍN FERNÁNDEZ Natalia-PICCOLO Maria Chiara;Lo Spagnolo Junior;;400
ALIGHIERI Dante;Commedia;;401
BADON Pierluigi;Procedure Infermieristiche in area pediatrica;;402
BOCCARDO Fabrizio-TRAVERSO Mido-VIZZINI Alfredo-ZOTTI Mirca;Funghi d'Italia;;403
CICALA Lanfranco-HALLIDAY David-RESNICK Robert-WALKER Jearl;Fondamenti di Fisica;;404
BETTINELLI Ernesto-COCCIA Alessandro-PASQUINO Gianfranco-ROSSI Emanuele;Art. 48-52;;405
BERTAZIOLI Onelio;Corso di telecomunicazioni;;406
BERTAZIOLI Onelio;Corso di telecomunicazioni;;407
BERTAZIOLI Onelio;Corso di telecomunicazioni;;408
BENEVENTI Lisa;Grammaire facile du Français;;409
BAROZZI Giulio Cesare;Primo corso di analisi matematica;;410
KRUGMAN Paul-MERELLI Marco-WELLS Robin;L'essenziale di Economia;;411
JANSSEN Cristina;L'educatore nella casa del bambino;;412
PACI Giampietro-PACI Riccardo;Idea, progetto, innovazione Plus;;413
PACI Giampietro-PACI Riccardo;Idea, progetto, innovazione Plus;;414
FIORESI Rita-MORIGI Marta;Introduzione all'algebra lineare;;415
PITTÀNO Giuseppe;Sinonimi e contrari minore;;416
ATKINS Peter William-VOZZA Lisa;Che cos'è la chimica?;;417
ANTONELLI Guido-CLEMENTI Massimo-POZZI Gianni-ROSSOLINI Gian Maria;Principi di Microbiologia medica;;418
BARTOLE Sergio-CASSESE Antonio-GIARDINA Andrea-PACE Alessandro-PALADIN Livio-ZAGREBELSKY Gustavo;Art. 76-82;;419
CINTI Danilo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-YOUNG David;La fisica di Cutnell e Johnson;;420
HARTL Daniel L.-KNOLL Andrew H.-LUE Robert A-MICHAEL Melissa-MORRIS James R.;Biologia. Come funziona la vita;;421
HARTL Daniel L.-KNOLL Andrew H.-LUE Robert A-MICHAEL Melissa-MORRIS James R.;Biologia. Come funziona la vita;;422
HARTL Daniel L.-KNOLL Andrew H.-LUE Robert A-MICHAEL Melissa-MORRIS James R.;Biologia. Come funziona la vita;;423
FRUGONI Chiara-MAGNETTO Anna-SOFRI Francesca-SOFRI Gianni;Storia e geografia;;424
FRUGONI Chiara-MAGNETTO Anna-SOFRI Francesca-SOFRI Gianni;Storia e geografia;;425
IADELUCA Antonio-KEAR Tamara;Brunner Suddarth Manuale di infermieristica clinica;;426
CARPANELLI Francesca;Ambiente, economia, società;;427
CARPANELLI Francesca;Ambiente, economia, società;;428
BONCI Laura-HOWELL Sarah M;Grammar in Progress UPDATED;;429
BONCI Laura-HOWELL Sarah M;Grammar in Progress UPDATED;;430
BONCI Laura-HOWELL Sarah M;Grammar in Progress UPDATED;;431
PASSARIELLO Piero-PRIARONE Claudio;Facciamo sport insieme;;432
SANTARONE Donatello;Trepido seguo il vostro gioco;;433
BONSIGNORI Angelo;Art. 104-117;;434
EDIGEO ;il Mini di Inglese;;435
AMBROSINI Claudia-CASARIN Elettra-COLOMBO Greta-DOLCI Silvia-ENEA Stefania-MANGIA Paola-MARZI Debora-SALODINI Erika-TOLU Cosetta;Shu? Hàny?, xi? Hànzì;;436
AMBROSINI Claudia-CASARIN Elettra-COLOMBO Greta-DOLCI Silvia-ENEA Stefania-MANGIA Paola-MARZI Debora-SALODINI Erika-TOLU Cosetta;Shu? Hàny?, xi? Hànzì;;437
AMBROSINI Claudia-CASARIN Elettra-COLOMBO Greta-DOLCI Silvia-ENEA Stefania-MANGIA Paola-MARZI Debora-SALODINI Erika-TOLU Cosetta;Shu? Hàny?, xi? Hànzì;;438
AMBROSINI Claudia-CASARIN Elettra-COLOMBO Greta-DOLCI Silvia-ENEA Stefania-MANGIA Paola-MARZI Debora-SALODINI Erika-TOLU Cosetta;Shu? Hàny?, xi? Hànzì;;439
PIACENTINI CATTANEO Giulia Maria;Algebra;;440
DOLMETTA Aldo Angelo;Trasparenza dei prodotti bancari. Regole;;441
BIGGIO Giovanni-GOLAN David E.-MONTI Elena Caterina-PAROLARO Daniela-PERLETTI Gianpaolo-TASHJIAN Armen H.;Principi di farmacologia;;442
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;443
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;444
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;445
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;446
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;447
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;448
BUBBA Caterina-CARDIA Roberto-FRIGATO Sara-PANEBIANCO Beatrice-VARANI Antonella;Limpida meraviglia;;449
REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie;Filière ES;;450
;Svedese;;451
INZITARI Bruno;Art. 51-63;;452
ATKINS Peter William-DALLA CASA Stefano;Perché l'universo funziona così;;453
FAVA Nicoletta-GALLI Luigi;Rappresentazione e Modellazione Odontotecnica;;454
FAVA Nicoletta-GALLI Luigi;Rappresentazione e Modellazione Odontotecnica;;455
PÉREZ NAVARRO José-POLETTINI Carla;Abiertamente;;456
PÉREZ NAVARRO José-POLETTINI Carla;Abiertamente;;457
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;458
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;459
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;460
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;461
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;462
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;463
FONTANA Marzia-FORTE Laura-TALICE Maria Teresa;L'ottima compagnia;;464
LONGONI Beatrice-PISTORE Tiziana Maria;Prendersi cura;;465
BARNES N Sue-CURTIS Helena-MASSARINI Alicia-SCHNEK Adriana;Elementi di biologia;;466
TIBERII Paola;Dizionario delle collocazioni;;467
REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie;L'ABC de l'entreprise: de la création à la gestion;;468
REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie;L'ABC de l'entreprise: de la création à la gestion;;469
DOLCI IANNINI Susanna-GIULIANI PICARI Gabriella-NIELSEN Mark T.-TORTORA Gerard J.;Principi di anatomia umana;;470
SALSA Sandro-SQUELLATI Annamaria;Esercizi di Analisi matematica;;471
SALSA Sandro-SQUELLATI Annamaria;Esercizi di Analisi matematica;;472
MONTIXI COMOGLIO Laura;il Dizionario dei Phrasal Verbs;;473
SCRIBEDIT ;Parole per viaggiare Portoghese;;474
;Impara il portoghese e il brasiliano con Zanichelli;;475
BOIS Yve-Alain-BUCHLOH Benjamin H. D.-JOSELIT David-FOSTER Hal-KRAUSS Rosalind;Arte dal 1900;;476
AIARDI Rossella-BENETTI Lucia T.;Dentro il viaggio;;477
AULETTA Ferruccio;Diritto giudiziario civile;;478
BROGGINI Gianluigi-ZECCHI Gaetano;Chimica dei composti eterociclici;;479
LANOTTE Nunzio-RUFFO Giuseppe;Lezioni di fisica - edizione azzurra;;480
LANOTTE Nunzio-RUFFO Giuseppe;Lezioni di fisica - edizione azzurra;;481
BARALE Roberto-BARBUJANI Guido-DEHÒ Gianni-FANTINI Bernardino-PIMPINELLI Sergio-ROCCHI Mariano;Genetica;;482
ALBERTS Bruce-HOPKIN Karen-JOHNSON Alexander-MORGAN David-PAGANO Aldo-RAFF Martin-ROBERTS Keith-WALTER Peter;L'essenziale di biologia molecolare della cellula;;483
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Lineamenti di matematica.azzurro;;484
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Lineamenti di matematica.azzurro;;485
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Lineamenti di matematica.azzurro;;486
COX Michael M-MELLONI Edon-NELSON David L;Introduzione alla biochimica di Lehninger;;487
;Le nuove s.p.a.;;488
;Le nuove s.p.a.;;489
;Le nuove s.p.a.;;490
;Le nuove s.p.a.;;491
;Le nuove s.p.a.;;492
CAVANI Giovanni-GHIDINI Gustavo;Proprietà intellettuale e concorrenza;;493
FIANDACA Giovanni-MUSCO Enzo;Diritto penale. Parte speciale;;494
CARROLL Sean B-DUPRÉ John-JONES Steve-SEABRIGHT Paul-SECORD James A.;Darwin;;495
GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona;Vivere la letteratura PLUS;;496
GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona;Vivere la letteratura PLUS;;497
GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona;Vivere la letteratura PLUS;;498
GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona;Vivere la letteratura PLUS;;499
GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona;Vivere la letteratura PLUS;;500
RENNA Luca;Compravendita di partecipazioni sociali;;501
CRAVEN Ruth F.-HENSHAW Christine M.-HIRNLE Constance;Principi fondamentali dell'assistenza infermieristica;;502
GALGANO Francesco-VISINTINI Giovanna;Art. 1372-1405;;503
DAMIANI Enrico;Art. 649 - 673;;504
DE NOVA Giorgio;Codice civile e leggi collegate 2021;;505
DE NOVA Giorgio;Codice civile e leggi collegate 2021;;506
CONTE Prospero-MILANO Luca-SALEMME Vincenzo;Laboratorio di accoglienza turistica;;507
BRUGNOLO Stefano-MOZZI Giulio;Ricettario di scrittura creativa;;508
RALLO Francesco-SILVESTRONI Paolo;Problemi di chimica generale;;509
BASILE Francesca-D'ANDRIA URSOLEO Jacopo;Classmates on Holiday;;510
BASILE Francesca-D'ANDRIA URSOLEO Jacopo;Classmates on Holiday;;511
MOSSA Michele-PETRILLO Antonio Felice;Idraulica;;512
AMBROSINI Stefano;Le crisi d'impresa e del consumatore;;513
ALIGHIERI Dante;Commedia;;514
ALIGHIERI Dante;Commedia;;515
ALIGHIERI Dante;Commedia;;516
ALIGHIERI Dante;Commedia;;517
CARPINO Brunetto;Art. 1201-1205;;518
LUPTON Ellen;Caratteri, testo, gabbia;;519
RONCHETTI Paolo;Economia, impresa, mercati;;520
CARPENITO Lynda Juall-IADELUCA Antonio;Piani di assistenza infermieristica;;521
ALIPPI Adriano-BETTUCCI Andrea-SETTE Daniele;Lezioni di Fisica 1;;522
CASTAGNOLA Ercole-IMPEDOVO Michele-PAOLA Domingo;Matematica dappertutto;;523
CASTAGNOLA Ercole-IMPEDOVO Michele-PAOLA Domingo;Matematica dappertutto;;524
CASTAGNOLA Ercole-IMPEDOVO Michele-PAOLA Domingo;Matematica dappertutto;;525
BARNES N Sue-CURTIS Helena-GANDOLA Laura-ODONE Roberto;Invito alla biologia;;526
BARNES N Sue-CURTIS Helena-GANDOLA Laura-ODONE Roberto;Invito alla biologia;;527
BARNES N Sue-CURTIS Helena-GANDOLA Laura-ODONE Roberto;Invito alla biologia;;528
BARNES N Sue-CURTIS Helena-GANDOLA Laura-ODONE Roberto;Invito alla biologia;;529
MASTRORILLI Pietro-NOBILE Franco;La chimica di base con esercizi;;530
ALTAVILLA Luigi-BARBONE Sandro;La chimica facile;;531
BOSELLINI Alfonso;Le scienze della Terra;;532
BOSELLINI Alfonso;Le scienze della Terra;;533
BOSELLINI Alfonso;Le scienze della Terra;;534
BOSELLINI Alfonso;Le scienze della Terra;;535
BOSELLINI Alfonso;Le scienze della Terra;;536
;Impara il tedesco con Zanichelli;;537
SPIAZZI Marina-TAVELLA Marina;Lit & Lab;;538
CAPELLI Ilaria-PATRIARCA Sergio;ART. 2251-2290;;539
BALZANI Vincenzo-VENTURI Margherita;Energia, risorse, ambiente;;540
GHISLANZONI Elisabetta-PEREGO Natale;Un libro sogna;;541
GHISLANZONI Elisabetta-PEREGO Natale;Un libro sogna;;542
GHISLANZONI Elisabetta-PEREGO Natale;Un libro sogna;;543
GHISLANZONI Elisabetta-PEREGO Natale;Un libro sogna;;544
GHISLANZONI Elisabetta-PEREGO Natale;Un libro sogna;;545
BREEDLOVE S. Mark-WATSON Neil V.;Psicologia biologica;;546
ARMSTRONG Fraser-OVERTON Tina-ROURKE Jonathan-WELLER Mark;La chimica inorganica di Atkins;;547
CERULLO Giulio-MAGNI Vittorio;Fisica generale;;548
KRUGMAN Paul-WELLS Robin;Microeconomia;;549
ALIGHIERI Dante;La Divina Commedia;;550
ALIGHIERI Dante;La Divina Commedia;;551
ALIGHIERI Dante;La Divina Commedia;;552
LANOTTE Nunzio-LEM Sophie-TIBONE Federico-VOZZA Lisa;Sportivi ad alta tecnologia;;553
;Art. 810-956;;554
ASSOCIAZIONE ALUMNI DELLA SCUOLA GALILEIANA ;Problemi di matematica e fisica;;555
BERENBAUM May R.-DALLA Elisa-HELLER H. Craig-HILLIS David M.-LOSCHI Lodovica-SADAVA David;Biochemistry and Biotechnology.CLIL;;556
ATKINS Peter William-JONES Loretta;I materiali e la chimica;;557
SARACENI Silvia-STRUMIA Giorgio;# Vita;;558
SARACENI Silvia-STRUMIA Giorgio;# Vita;;559
DELLE DONNE Clarice;La contumacia nel processo civile;;560
DI SACCO Paolo;Bravi in italiano;;561
DI SACCO Paolo;Bravi in italiano;;562
;Il nuovo diritto penale dell'ambiente;;563
BARBIERI Paola-BESTETTI Giuseppina-GALLI Enrica-ZANNONI Davide;Microbiologia ambientale ed elementi di ecologia microbica;;564
MARISALDI Luciano;Echi dell'antico;;565
MARISALDI Luciano;Echi dell'antico;;566
MARISALDI Luciano;Echi dell'antico;;567
MARISALDI Luciano;Echi dell'antico;;568
;Impara l'inglese;;569
DE BLIJ Harm J-FOUBERG Herin H.-MURPHY Alexander B;Geografia umana;;570
GATTINONI Paola-PAPINI Monica-SCESI Laura;Geologia applicata;;571
GATTINONI Paola-PAPINI Monica-SCESI Laura;Geologia applicata;;572
GENCHI Claudio-POZIO Edoardo;De Carneri Parassitologia generale e umana;;573
LUPIA PALMIERI Elvidio-PAROTTO Maurizio;Il globo terrestre e la sua evoluzione - edizione blu - FONDAMENTI;;574
LUPIA PALMIERI Elvidio-PAROTTO Maurizio;Il globo terrestre e la sua evoluzione - edizione blu - FONDAMENTI;;575
LUPIA PALMIERI Elvidio-PAROTTO Maurizio;Il globo terrestre e la sua evoluzione - edizione blu - FONDAMENTI;;576
BONFANTE Guido;Manuale di diritto cooperativo;;577
HITNER Henry-NAGLE Barbara;Principi di farmacologia;;578
CICALA Lanfranco-HALLIDAY David-RESNICK Robert-WALKER Jearl;Fondamenti di Fisica;;579
MENAGGIA Giorgio-RONCALLI Wilma;L'Industria agroalimentare;;580
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;581
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;582
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;583
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;584
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;585
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;586
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;587
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;588
BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna;Manuale blu 2.0 di matematica;;589
ABBONDANZA Barbara-CARLONI Alessandra-REGA Vincenzo;Essere umani edizione rossa;;590
PAOLUCCI Silvio-SIGNORINI Giuseppina;La nostra storia, il nostro presente;;591
PAOLUCCI Silvio-SIGNORINI Giuseppina;La nostra storia, il nostro presente;;592
PAOLUCCI Silvio-SIGNORINI Giuseppina;La nostra storia, il nostro presente;;593
PAOLUCCI Silvio-SIGNORINI Giuseppina;La nostra storia, il nostro presente;;594
PAOLUCCI Silvio-SIGNORINI Giuseppina;La nostra storia, il nostro presente;;595
PAOLUCCI Silvio-SIGNORINI Giuseppina;La nostra storia, il nostro presente;;596
LEPERA Massimiliano;Quanto siamo classici;;597
CANNELLA Mario;Il Primo Zanichelli;;598
LUCIBELLO Sabrina-MARTINO Carlo-THOMPSON Rob;Il manuale per il design dei prodotti industriali;;599
ARPINATI Anna Maria-MUSIANI Mariarosa;Libro visuale La matematica che ti serve;;600
JESSEL Thomas-KANDEL Eric-PERRI Virgilio-SCHWARTZ James;Fondamenti delle neuroscienze e del comportamento;;601
CORRADI Matteo-FERRARI Mario-GALLI Daniele-MARCON Elena-MENTA Andrea;Scienze e tecnologie applicate;;602
MARRO Giovanni;Controlli automatici;;603
BRAMANTI Marco-PAGANI Carlo Domenico-SALSA Sandro;Analisi matematica 2;;604
VIALE Michela-VITALE Viviana;10 in matematica e scienze;;605
VIALE Michela-VITALE Viviana;10 in matematica e scienze;;606
CORBETTA Francesco-MARCONI Giancarlo;Flora della Pianura Padana e dell'Appennino Settentrionale;;607
HENDELMAN Walter J.;Testo-atlante di Neuroanatomia funzionale;;608
ZHAO Xiuying;Mini Cinese;;609
ADAMS Ansel;La stampa;;610
LIVI BACCI Massimo;Il lungo viaggio dell'umanità;;611
MARCELLINI Paolo-SBORDONE Carlo;Esercitazioni di Analisi matematica Due;;612
MARCELLINI Paolo-SBORDONE Carlo;Esercitazioni di Analisi matematica Due;;613
MALAGUTI Francesca-PARINI Ilaria-ROBERTS Rosalind;English for nurses and healthcare professionals;;614
BESTETTI Massimiliano-RAGONE David;Termodinamica dei materiali;;615
BESTETTI Massimiliano-RAGONE David;Termodinamica dei materiali;;616
KRUGMAN Paul-WELLS Robin;Macroeconomia;;617
VALLORTIGARA Giorgio-VOZZA Lisa;Piccoli equivoci tra noi animali;;618
MANZONI Matilde;Microbiologia industriale;;619
REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie;Step Into Social Studies;;620
SAINT-EXUPERY Antoine;Le Petit Prince;;621
LIGUORI Linda;Nomi&Naming;;622
ARDONE Viola-PANICO Maria-PIROZZI Carmela;Ludus in tabula;;623
ARDONE Viola-PANICO Maria-PIROZZI Carmela;Ludus in tabula;;624
ARDONE Viola-PANICO Maria-PIROZZI Carmela;Ludus in tabula;;625
LESINA Roberto;Il nuovo manuale di stile;;626
ATKINS Peter William-JONES Loretta-LAVERMAN Leroy;Principi di chimica;;627
BERTAZIOLI Onelio;Telecomunicazioni;;628
BERTAZIOLI Onelio;Telecomunicazioni;;629
PACI Giampietro-PACI Riccardo;Idea, progetto, innovazione Plus edizione arancione;;630
GOVONI Stefano;Prepararsi all'esame di Farmacologia;;631
BENATTI SCARPELLI Luisa-DI IORIO Raffaella-GRANA Ilia;Il Tempo del Vestire;;632
BENATTI SCARPELLI Luisa-DI IORIO Raffaella-GRANA Ilia;Il Tempo del Vestire;;633
BENATTI SCARPELLI Luisa-DI IORIO Raffaella-GRANA Ilia;Il Tempo del Vestire;;634
BAN HAR Yeap-BERTONI Carlo-KANG Andrea-YEO Joseph;Pensaci!;;635
BAN HAR Yeap-BERTONI Carlo-KANG Andrea-YEO Joseph;Pensaci!;;636
BAN HAR Yeap-BERTONI Carlo-KANG Andrea-YEO Joseph;Pensaci!;;637
FUSCO Nicola-MARCELLINI Paolo-SBORDONE Carlo;Lezioni di analisi matematica due;;638
ENRIQUES Federigo;Problemi della scienza;;639
ALFIERI Gabriella-BRUNI Francesco-FORNASIERO Serena-TAMIOZZO GOLDMANN Silvana;Manuale di scrittura e comunicazione;;640
GRAY Peter;Psicologia;;641
CALVI Gerolamo-DI TEODORO Francesco Paolo;I manoscritti di Leonardo da Vinci dal punto di vista cronologico, storico e biografico;;642
PINI Lorenza-VERONESI Paola-ZANOLI Rossana;Libro visuale - Scopriamo la natura;;643
PINI Lorenza-VERONESI Paola-ZANOLI Rossana;Libro visuale - Scopriamo la natura;;644
PINI Lorenza-VERONESI Paola-ZANOLI Rossana;Libro visuale - Scopriamo la natura;;645
PINI Lorenza-VERONESI Paola-ZANOLI Rossana;Libro visuale - Scopriamo la natura;;646
PINI Lorenza-VERONESI Paola-ZANOLI Rossana;Libro visuale - Scopriamo la natura;;647
TARULLO Stefano;Manuale di diritto amministrativo;;648
TARULLO Stefano;Manuale di diritto amministrativo;;649
